Survived,Pclass,Age,SibSp,Parch,Fare_log,age_Pclass_median,fare_Pclass_median,age_Pclass_std,fare_Pclass_std,SibSp_count,Parch_count,fare_median_diff,Distance to Lifeboat,Ticket_Count,Sex_male,Embarked_Q,Embarked_S,Side of ship_Left Center,Side of ship_NaN,Side of ship_Right,Side of ship_Right Center,Ship Location_Front,Ship Location_Mid,Ship Location_NaN
1,1,24.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,28.0,0,0,3.1580636854714434,24.0,8.05,10.632997372069037,11.7239905502752,491,491,14.474999999999998,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,26.0,0,0,4.05171190165724,24.0,8.05,10.632997372069037,11.7239905502752,491,491,48.445800000000006,-1,7,1,0,1,0,1,0,0,0,0,1
1,3,29.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,36.0,0,0,3.3064287218760624,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.6917,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,54.0,1,0,4.100989104940769,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-2.5792,-1,1,0,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.139571923732859,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5542000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,47.0,0,0,3.5559421706858756,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-27.958399999999997,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,34.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,3.224857896545748,24.0,8.05,10.632997372069037,11.7239905502752,491,491,16.099999999999998,-1,3,1,1,0,0,1,0,0,0,0,1
1,2,36.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,32.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,30.0,0,0,4.548599834499697,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,31.5208,3,2,0,0,1,0,0,0,0,0,0,0
0,3,22.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,1,44.0,0,1,4.077184839375167,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-4.0,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,40.5,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
1,2,50.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,0,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,5.406181146423973,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,159.8,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,39.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,23.0,2,1,2.5257286443082556,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-3.5229,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,2.0,1,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,17.0,1,1,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,24.0,0,2,3.1509523813392697,24.0,8.05,10.632997372069037,11.7239905502752,491,491,14.3083,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,30.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,7.0,0,2,3.305053521109253,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.2271,-1,3,0,0,1,0,1,0,0,0,0,1
0,1,45.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,30.0,0,0,4.676792929661059,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,44.4458,5,2,0,0,0,0,0,0,0,1,0,0
0,3,24.0,0,0,2.740840023925201,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.449999999999999,3,1,1,0,1,1,0,0,0,1,0,0
1,1,22.0,0,2,3.9219733362813143,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-12.479199999999999,-1,1,0,0,0,0,1,0,0,0,0,1
1,1,36.0,0,2,4.276666119016055,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,9.020800000000001,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,9.0,4,2,3.4742929367327062,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.224999999999998,-1,7,0,0,1,0,1,0,0,0,0,1
0,3,11.0,4,2,3.4742929367327062,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.224999999999998,5,7,0,0,1,0,0,0,0,0,1,0
1,2,32.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,2,1,0,1,0,0,0,0,0,0,0
0,1,50.0,1,0,4.676792929661059,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,44.4458,2,2,1,0,0,0,0,0,0,0,0,0
0,1,64.0,0,0,3.295836866004329,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.9792,2,1,1,0,1,0,0,0,0,0,0,0
1,2,19.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,2,0,0,1,0,0,0,0,0,0,0
1,2,24.0,0,0,2.6988412620169004,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.1603999999999992,2,1,1,0,0,0,0,0,0,0,0,0
0,3,33.0,1,1,3.0692150503137943,24.0,8.05,10.632997372069037,11.7239905502752,491,491,12.474999999999998,2,3,1,0,1,0,0,0,0,0,0,0
1,2,8.0,1,1,3.6309854756950335,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,21.7271,2,2,1,0,1,0,0,0,0,0,0,0
1,1,17.0,0,2,4.717456363787216,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,48.90410000000001,2,4,1,0,0,0,0,0,0,0,0,0
0,2,27.0,0,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,1,1,0,1,0,0,0,0,0,0,0
0,3,24.0,0,0,2.17806441028492,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.22080000000000055,2,1,1,1,0,0,0,0,0,0,0,0
1,3,22.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,22.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,-1,1,0,0,1,0,1,0,0,0,0,1
0,1,62.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,3,1,1,0,1,0,0,1,0,1,0,0
1,1,48.0,1,0,3.703768066607687,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-22.379199999999997,3,1,0,0,0,0,0,1,0,1,0,0
0,1,24.0,0,0,5.4316456135398825,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,165.5458,3,4,1,0,0,0,0,1,0,1,0,0
1,1,39.0,1,1,4.390118804571218,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,17.670800000000007,3,3,0,0,1,0,0,1,0,1,0,0
1,3,36.0,1,0,2.91235066461494,24.0,8.05,10.632997372069037,11.7239905502752,491,491,9.349999999999998,3,1,0,0,1,0,0,1,0,1,0,0
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,3,1,1,1,0,0,0,1,0,1,0,0
0,3,40.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,3,1,1,0,1,0,0,1,0,1,0,0
0,2,28.0,0,0,2.6741486494265287,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.5229,3,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,3,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,3,1,0,0,1,0,0,1,0,1,0,0
0,3,24.0,2,0,3.224857896545748,24.0,8.05,10.632997372069037,11.7239905502752,491,491,16.099999999999998,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,19.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,29.0,0,4,3.0944457464900235,24.0,8.05,10.632997372069037,11.7239905502752,491,491,13.024999999999999,-1,4,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,32.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,62.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,53.0,2,0,3.960416900617205,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-10.5,1,1,0,0,1,0,0,0,0,0,1,0
1,1,36.0,0,0,3.3100867049215847,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.5917,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
0,3,16.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,19.0,0,0,2.740840023925201,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.449999999999999,3,2,1,0,1,1,0,0,0,0,1,0
1,2,34.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
1,1,39.0,1,0,4.041295341132285,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-6.0792,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,24.0,1,0,2.738146075922933,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.408299999999999,3,1,0,0,0,0,0,1,0,0,1,0
1,3,32.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,3,1,1,0,1,0,0,0,0,0,0,0
1,2,25.0,1,1,3.4339872044851463,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,14.9771,-1,1,0,0,1,0,1,0,0,0,0,1
1,1,39.0,1,1,4.717456363787216,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,48.90410000000001,-1,4,0,0,0,0,1,0,0,0,0,1
0,2,54.0,0,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,5,2,1,0,1,0,0,0,0,0,1,0
0,1,36.0,0,0,3.716616209085536,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-21.8542,4,1,1,0,0,0,0,1,0,1,0,0
0,3,24.0,0,0,2.2734137156937657,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6624999999999996,-1,1,1,0,0,0,1,0,0,0,0,1
1,1,18.0,0,2,4.390118804571218,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,17.670800000000007,-1,3,0,0,1,0,1,0,0,0,0,1
0,2,47.0,0,0,2.772588722239781,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-0.02289999999999992,5,1,1,0,1,0,0,0,0,1,0,0
1,1,60.0,1,1,4.384523514872469,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,17.220800000000004,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,22.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,5,1,1,0,1,0,0,1,0,0,1,0
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,35.0,0,0,2.094945728215801,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.9250000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,52.0,1,0,4.37281811610993,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,16.2875,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,47.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,2,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
0,2,37.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,36.0,1,1,3.224857896545748,24.0,8.05,10.632997372069037,11.7239905502752,491,491,16.099999999999998,-1,3,1,0,1,0,1,0,0,0,0,1
1,2,24.0,0,0,3.5263605246161616,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,17.9771,-1,3,0,0,1,0,1,0,0,0,0,1
0,3,49.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,4,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,1,49.0,1,0,4.0592215752427645,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-5.049999999999997,4,2,1,0,0,0,0,0,1,0,0,0
1,2,24.0,2,1,3.332204510175204,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.9771,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,1,1,1,0,1,0,0,0,0,1,0,0
0,1,24.0,0,0,3.770459441106359,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-19.5792,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,44.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,35.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,36.0,1,0,2.806386101823072,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.5,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,30.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,27.0,0,0,3.449987545831587,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.4792,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,22.0,1,2,3.7513658711253766,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,26.5563,-1,3,0,0,0,0,1,0,0,0,0,1
1,1,40.0,0,0,5.039951348430309,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,91.48330000000001,-1,3,0,0,1,0,1,0,0,0,0,1
0,3,39.0,1,5,3.4742929367327062,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.224999999999998,2,7,0,0,1,0,0,0,1,1,0,0
0,3,24.0,0,0,2.0856720914304723,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0000000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,24.0,1,0,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,3,2,0,1,0,0,0,1,0,0,0,0
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,2,1,1,1,0,0,0,1,0,0,1,0
0,3,35.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,24.0,1,2,4.189654742026425,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,49.9771,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,34.0,1,1,2.7343675094195836,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.35,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,26.0,1,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,-1,2,0,0,1,0,1,0,0,0,0,1
1,2,4.0,2,1,3.6888794541139363,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,23.9771,3,2,0,0,1,0,0,0,0,1,0,0
0,2,26.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,27.0,1,0,2.737880811060884,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.4041999999999994,-1,2,1,0,0,0,1,0,0,0,0,1
1,1,42.0,1,0,3.9806942251907276,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.424999999999997,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,20.0,1,1,2.817902613071225,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.691699999999999,4,2,1,0,0,0,0,0,0,1,0,0
0,3,21.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,21.0,0,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,3,2,1,0,1,0,0,0,0,1,0,0
0,1,61.0,0,0,3.5061818266142577,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-29.6584,3,1,1,0,1,0,0,0,0,1,0,0
0,2,57.0,0,0,2.5915163848462583,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.6729000000000003,3,1,1,1,0,0,0,0,0,1,0,0
1,1,21.0,0,0,4.368919865004903,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,15.979099999999995,3,3,0,0,1,0,0,0,0,1,0,0
0,3,26.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,3,1,1,0,1,0,0,0,0,1,0,0
0,3,24.0,0,0,2.167143305297764,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.31670000000000087,3,1,1,1,0,0,0,0,0,1,0,0
1,1,80.0,0,0,3.4339872044851463,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.9792,3,1,1,0,1,0,0,0,0,1,0,0
0,3,51.0,0,0,2.086193694502369,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.9958000000000009,3,1,1,0,1,0,0,0,0,1,0,0
1,1,32.0,0,0,3.449987545831587,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.4792,3,1,1,0,0,0,0,0,0,1,0,0
0,1,24.0,0,0,4.142804513146981,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,0.0,3,1,1,0,1,0,0,0,0,1,0,0
0,3,9.0,3,2,3.3638415951183864,24.0,8.05,10.632997372069037,11.7239905502752,491,491,19.849999999999998,-1,6,0,0,1,0,1,0,0,0,0,1
1,2,28.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,32.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,31.0,1,1,3.305053521109253,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.2271,-1,3,1,0,1,0,1,0,0,0,0,1
0,3,41.0,0,5,3.705920919968788,24.0,8.05,10.632997372069037,11.7239905502752,491,491,31.6375,-1,6,0,0,1,0,1,0,0,0,0,1
0,3,24.0,1,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,2,2,1,0,1,0,0,1,0,0,0,0
0,3,20.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,3,1,1,0,1,0,0,1,0,0,1,0
1,1,24.0,0,0,4.252771798816619,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,7.320799999999998,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,2.0,3,2,3.3638415951183864,24.0,8.05,10.632997372069037,11.7239905502752,491,491,19.849999999999998,-1,6,0,0,1,0,1,0,0,0,0,1
1,3,24.0,0,0,4.05171190165724,24.0,8.05,10.632997372069037,11.7239905502752,491,491,48.445800000000006,-1,7,1,0,1,0,1,0,0,0,0,1
1,3,0.75,2,1,3.0085645861193133,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.208299999999998,-1,4,0,0,0,0,1,0,0,0,0,1
1,1,48.0,1,0,4.353230991152628,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,14.750000000000007,-1,3,1,0,0,0,1,0,0,0,0,1
0,3,19.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,56.0,0,0,3.597312260588446,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-26.4792,5,1,1,0,0,0,0,1,0,1,0,0
0,3,24.0,0,0,2.145931282948669,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5000000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,23.0,0,0,2.145931282948669,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5000000000000009,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,4,1,1,0,1,0,0,0,0,0,1,0
1,2,18.0,0,1,3.1780538303479458,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,7.9771,6,2,0,0,1,0,0,1,0,1,0,0
0,3,21.0,0,0,2.2442459824059346,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.3832999999999984,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,24.0,0,0,2.17806441028492,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.22080000000000055,-1,1,0,1,0,0,1,0,0,0,0,1
0,3,18.0,0,0,2.0476928433652555,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
0,2,24.0,2,0,4.310799125385514,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,58.4771,2,5,1,0,1,0,0,1,0,0,0,0
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,32.0,1,1,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,-1,2,0,1,0,0,1,0,0,0,0,1
0,2,23.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,2,1,1,0,1,0,0,0,0,1,0,0
0,1,58.0,0,2,4.738607824217808,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,51.29580000000001,-1,3,1,0,0,0,1,0,0,0,0,1
1,1,50.0,2,0,4.902678819257608,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,71.67080000000001,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,40.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
0,1,47.0,0,0,3.2804411805263554,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-36.3917,3,1,1,0,1,0,0,0,1,0,1,0
0,3,36.0,0,0,2.139571923732859,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5542000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,20.0,1,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,32.0,2,0,4.310799125385514,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,58.4771,-1,5,1,0,1,0,1,0,0,0,0,1
0,2,25.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,43.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,24.0,1,0,3.970291913552122,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.979199999999999,-1,2,0,0,1,0,1,0,0,0,0,1
1,2,40.0,1,1,3.6888794541139363,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,23.9771,-1,2,0,0,1,0,1,0,0,0,0,1
0,1,31.0,1,0,3.970291913552122,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.979199999999999,2,1,1,0,1,0,0,0,0,0,1,0
0,2,70.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,31.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,24.0,0,0,2.774018948977746,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.0,2,1,1,0,1,0,0,1,0,0,1,0
0,3,18.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,2,1,1,0,1,0,0,0,0,1,0,0
0,3,24.5,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
